entity1	entity2	pred_class
15819996.s270.e1	15819996.s270.e5	norelation
15819996.s270.e4	15819996.s270.e5	norelation
15819996.s270.e2	15819996.s270.e5	norelation
15819996.s270.e1	15819996.s270.e4	norelation
15819996.s270.e1	15819996.s270.e2	norelation
15819996.s270.e2	15819996.s270.e4	norelation
15819996.s274.e2	15819996.s274.e5	norelation
15819996.s274.e1	15819996.s274.e5	norelation
15819996.s274.e3	15819996.s274.e5	norelation
15819996.s274.e5	15819996.s274.e6	norelation
15819996.s274.e4	15819996.s274.e5	norelation
15819996.s274.e1	15819996.s274.e2	norelation
15819996.s274.e2	15819996.s274.e3	norelation
15819996.s274.e2	15819996.s274.e6	norelation
15819996.s274.e2	15819996.s274.e4	norelation
15819996.s274.e1	15819996.s274.e3	norelation
15819996.s274.e1	15819996.s274.e6	norelation
15819996.s274.e1	15819996.s274.e4	norelation
15819996.s274.e3	15819996.s274.e6	norelation
15819996.s274.e3	15819996.s274.e4	norelation
15819996.s274.e4	15819996.s274.e6	norelation
15819996.s275.e5	15819996.s275.e8	norelation
15819996.s275.e2	15819996.s275.e5	norelation
15819996.s275.e1	15819996.s275.e5	norelation
15819996.s275.e3	15819996.s275.e5	norelation
15819996.s275.e5	15819996.s275.e7	norelation
15819996.s275.e5	15819996.s275.e6	norelation
15819996.s275.e4	15819996.s275.e5	norelation
15819996.s275.e2	15819996.s275.e8	advise
15819996.s275.e1	15819996.s275.e8	effect
15819996.s275.e3	15819996.s275.e8	norelation
15819996.s275.e7	15819996.s275.e8	norelation
15819996.s275.e6	15819996.s275.e8	norelation
15819996.s275.e4	15819996.s275.e8	norelation
15819996.s275.e1	15819996.s275.e2	norelation
15819996.s275.e2	15819996.s275.e3	norelation
15819996.s275.e2	15819996.s275.e7	norelation
15819996.s275.e2	15819996.s275.e6	norelation
15819996.s275.e2	15819996.s275.e4	norelation
15819996.s275.e1	15819996.s275.e3	norelation
15819996.s275.e1	15819996.s275.e7	norelation
15819996.s275.e1	15819996.s275.e6	norelation
15819996.s275.e1	15819996.s275.e4	norelation
15819996.s275.e3	15819996.s275.e7	norelation
15819996.s275.e3	15819996.s275.e6	norelation
15819996.s275.e3	15819996.s275.e4	norelation
15819996.s275.e6	15819996.s275.e7	norelation
15819996.s275.e4	15819996.s275.e7	norelation
15819996.s275.e4	15819996.s275.e6	norelation
16362077.s140.e1	16362077.s140.e2	mechanism
16362077.s141.e1	16362077.s141.e4	norelation
16362077.s141.e1	16362077.s141.e2	norelation
16362077.s141.e1	16362077.s141.e3	norelation
16362077.s141.e2	16362077.s141.e4	norelation
16362077.s141.e2	16362077.s141.e3	norelation
16362077.s142.e1	16362077.s142.e2	norelation
16362077.s173.e1	16362077.s173.e2	advise
16362077.s173.e1	16362077.s173.e3	advise
16362077.s200.e1	16362077.s200.e2	norelation
15938754.s1.e2	15938754.s1.e3	effect
15938754.s1.e1	15938754.s1.e2	norelation
15938754.s1.e1	15938754.s1.e3	effect
15938754.s3.e2	15938754.s3.e3	norelation
15938754.s3.e1	15938754.s3.e3	norelation
15938754.s14.e1	15938754.s14.e4	norelation
15938754.s14.e1	15938754.s14.e3	norelation
15938754.s14.e2	15938754.s14.e4	norelation
15938754.s14.e2	15938754.s14.e3	norelation
15938754.s20.e3	15938754.s20.e4	norelation
15938754.s20.e2	15938754.s20.e4	norelation
15938754.s20.e1	15938754.s20.e4	norelation
15938754.s20.e2	15938754.s20.e3	norelation
15938754.s20.e1	15938754.s20.e3	norelation
15938754.s20.e1	15938754.s20.e2	norelation
15938754.s21.e1	15938754.s21.e2	effect
15938754.s21.e2	15938754.s21.e3	norelation
15938754.s21.e1	15938754.s21.e3	effect
15938754.s22.e1	15938754.s22.e3	norelation
15938754.s22.e2	15938754.s22.e3	norelation
15938754.s36.e2	15938754.s36.e3	norelation
15938754.s36.e1	15938754.s36.e3	norelation
15938754.s36.e3	15938754.s36.e7	norelation
15938754.s36.e3	15938754.s36.e6	norelation
15938754.s36.e2	15938754.s36.e4	norelation
15938754.s36.e1	15938754.s36.e4	norelation
15938754.s36.e4	15938754.s36.e7	norelation
15938754.s36.e4	15938754.s36.e6	norelation
15938754.s36.e1	15938754.s36.e2	norelation
15938754.s36.e2	15938754.s36.e7	norelation
15938754.s36.e2	15938754.s36.e6	norelation
15938754.s36.e1	15938754.s36.e7	norelation
15938754.s36.e1	15938754.s36.e6	norelation
15938754.s111.e1	15938754.s111.e2	norelation
15938754.s114.e1	15938754.s114.e3	norelation
15938754.s114.e1	15938754.s114.e2	norelation
15938754.s114.e2	15938754.s114.e3	norelation
15938754.s121.e1	15938754.s121.e3	norelation
15938754.s121.e2	15938754.s121.e3	norelation
15938754.s124.e1	15938754.s124.e2	norelation
15938754.s139.e1	15938754.s139.e3	norelation
15938754.s139.e2	15938754.s139.e3	norelation
15938754.s139.e3	15938754.s139.e5	norelation
15938754.s139.e3	15938754.s139.e6	norelation
15938754.s139.e1	15938754.s139.e4	norelation
15938754.s139.e1	15938754.s139.e2	norelation
15938754.s139.e1	15938754.s139.e5	norelation
15938754.s139.e1	15938754.s139.e6	norelation
15938754.s139.e2	15938754.s139.e4	norelation
15938754.s139.e4	15938754.s139.e5	norelation
15938754.s139.e4	15938754.s139.e6	norelation
15938754.s139.e2	15938754.s139.e5	norelation
15938754.s139.e2	15938754.s139.e6	norelation
15938754.s147.e1	15938754.s147.e2	norelation
15938754.s154.e1	15938754.s154.e2	norelation
12585968.s116.e1	12585968.s116.e2	norelation
12585968.s242.e1	12585968.s242.e2	advise
12585968.s247.e1	12585968.s247.e2	effect
15345036.s13.e1	15345036.s13.e2	norelation
15345036.s16.e3	15345036.s16.e4	norelation
15345036.s16.e1	15345036.s16.e3	norelation
15345036.s16.e2	15345036.s16.e4	norelation
15345036.s16.e1	15345036.s16.e4	norelation
15345036.s17.e2	15345036.s17.e3	norelation
15345036.s17.e1	15345036.s17.e3	norelation
15345036.s17.e1	15345036.s17.e2	norelation
15345036.s18.e2	15345036.s18.e5	norelation
15345036.s18.e2	15345036.s18.e6	norelation
15345036.s18.e1	15345036.s18.e2	norelation
15345036.s18.e2	15345036.s18.e3	norelation
15345036.s18.e2	15345036.s18.e7	norelation
15345036.s18.e2	15345036.s18.e4	mechanism
15345036.s18.e1	15345036.s18.e5	norelation
15345036.s18.e3	15345036.s18.e5	norelation
15345036.s18.e5	15345036.s18.e7	norelation
15345036.s18.e4	15345036.s18.e5	mechanism
15345036.s18.e1	15345036.s18.e6	norelation
15345036.s18.e3	15345036.s18.e6	norelation
15345036.s18.e6	15345036.s18.e7	norelation
15345036.s18.e4	15345036.s18.e6	mechanism
15345036.s18.e1	15345036.s18.e3	norelation
15345036.s18.e1	15345036.s18.e7	norelation
15345036.s18.e1	15345036.s18.e4	effect
15345036.s18.e3	15345036.s18.e7	norelation
15345036.s18.e3	15345036.s18.e4	effect
15345036.s18.e4	15345036.s18.e7	norelation
15345036.s251.e1	15345036.s251.e2	norelation
15345036.s281.e1	15345036.s281.e2	norelation
15345036.s288.e2	15345036.s288.e3	norelation
15345036.s288.e3	15345036.s288.e4	norelation
15345036.s288.e1	15345036.s288.e3	norelation
15345036.s288.e2	15345036.s288.e4	effect
15345036.s288.e1	15345036.s288.e2	norelation
15345036.s288.e1	15345036.s288.e4	norelation
15345036.s302.e2	15345036.s302.e3	norelation
15345036.s302.e1	15345036.s302.e2	norelation
15345036.s302.e1	15345036.s302.e3	norelation
15345036.s313.e1	15345036.s313.e2	effect
15345036.s315.e1	15345036.s315.e2	norelation
15345036.s315.e1	15345036.s315.e3	norelation
15345036.s315.e2	15345036.s315.e3	norelation
15760270.s59.e1	15760270.s59.e3	norelation
15760270.s124.e1	15760270.s124.e2	norelation
15760270.s124.e1	15760270.s124.e3	norelation
15760270.s125.e1	15760270.s125.e2	norelation
15760270.s136.e1	15760270.s136.e2	norelation
15760270.s138.e1	15760270.s138.e2	norelation
15760270.s140.e2	15760270.s140.e3	norelation
15760270.s140.e1	15760270.s140.e3	norelation
15760270.s145.e1	15760270.s145.e2	norelation
15760270.s163.e1	15760270.s163.e2	norelation
15760270.s186.e1	15760270.s186.e2	effect
15760270.s191.e1	15760270.s191.e2	norelation
15760270.s200.e1	15760270.s200.e2	norelation
15760270.s222.e1	15760270.s222.e2	norelation
15760270.s296.e2	15760270.s296.e3	effect
15760270.s296.e1	15760270.s296.e2	effect
15760270.s296.e1	15760270.s296.e3	effect
15760270.s297.e1	15760270.s297.e6	norelation
15760270.s297.e3	15760270.s297.e6	norelation
15760270.s297.e6	15760270.s297.e7	norelation
15760270.s297.e6	15760270.s297.e8	norelation
15760270.s297.e2	15760270.s297.e6	norelation
15760270.s297.e5	15760270.s297.e6	norelation
15760270.s297.e4	15760270.s297.e6	norelation
15760270.s297.e1	15760270.s297.e3	norelation
15760270.s297.e1	15760270.s297.e7	norelation
15760270.s297.e1	15760270.s297.e8	effect
15760270.s297.e1	15760270.s297.e2	norelation
15760270.s297.e1	15760270.s297.e5	norelation
15760270.s297.e1	15760270.s297.e4	norelation
15760270.s297.e3	15760270.s297.e7	norelation
15760270.s297.e3	15760270.s297.e8	norelation
15760270.s297.e2	15760270.s297.e3	norelation
15760270.s297.e3	15760270.s297.e5	norelation
15760270.s297.e3	15760270.s297.e4	norelation
15760270.s297.e7	15760270.s297.e8	norelation
15760270.s297.e2	15760270.s297.e7	norelation
15760270.s297.e5	15760270.s297.e7	norelation
15760270.s297.e4	15760270.s297.e7	norelation
15760270.s297.e2	15760270.s297.e8	norelation
15760270.s297.e5	15760270.s297.e8	norelation
15760270.s297.e4	15760270.s297.e8	norelation
15760270.s297.e2	15760270.s297.e5	norelation
15760270.s297.e2	15760270.s297.e4	norelation
15760270.s297.e4	15760270.s297.e5	norelation
15760270.s298.e3	15760270.s298.e6	norelation
15760270.s298.e3	15760270.s298.e5	norelation
15760270.s298.e1	15760270.s298.e3	norelation
15760270.s298.e3	15760270.s298.e4	norelation
15760270.s298.e2	15760270.s298.e3	norelation
15760270.s298.e5	15760270.s298.e6	norelation
15760270.s298.e1	15760270.s298.e6	norelation
15760270.s298.e4	15760270.s298.e6	norelation
15760270.s298.e2	15760270.s298.e6	norelation
15760270.s298.e1	15760270.s298.e5	norelation
15760270.s298.e4	15760270.s298.e5	norelation
15760270.s298.e2	15760270.s298.e5	norelation
15760270.s298.e1	15760270.s298.e4	norelation
15760270.s298.e1	15760270.s298.e2	norelation
15760270.s298.e2	15760270.s298.e4	norelation
15760270.s306.e1	15760270.s306.e2	norelation
15760270.s311.e1	15760270.s311.e2	norelation
15760270.s312.e1	15760270.s312.e2	norelation
15760270.s317.e1	15760270.s317.e2	mechanism
15760270.s318.e1	15760270.s318.e2	norelation
15760270.s349.e1	15760270.s349.e3	effect
15760270.s349.e1	15760270.s349.e2	effect
15760270.s349.e2	15760270.s349.e3	norelation
15760270.s360.e1	15760270.s360.e2	mechanism
15760270.s363.e6	15760270.s363.e8	norelation
15760270.s363.e1	15760270.s363.e6	norelation
15760270.s363.e4	15760270.s363.e6	norelation
15760270.s363.e5	15760270.s363.e6	norelation
15760270.s363.e3	15760270.s363.e6	norelation
15760270.s363.e2	15760270.s363.e6	norelation
15760270.s363.e6	15760270.s363.e7	norelation
15760270.s363.e1	15760270.s363.e8	norelation
15760270.s363.e4	15760270.s363.e8	norelation
15760270.s363.e5	15760270.s363.e8	norelation
15760270.s363.e3	15760270.s363.e8	norelation
15760270.s363.e2	15760270.s363.e8	norelation
15760270.s363.e7	15760270.s363.e8	norelation
15760270.s363.e1	15760270.s363.e4	norelation
15760270.s363.e1	15760270.s363.e5	norelation
15760270.s363.e1	15760270.s363.e3	norelation
15760270.s363.e1	15760270.s363.e2	norelation
15760270.s363.e1	15760270.s363.e7	norelation
15760270.s363.e4	15760270.s363.e5	norelation
15760270.s363.e3	15760270.s363.e4	norelation
15760270.s363.e2	15760270.s363.e4	norelation
15760270.s363.e4	15760270.s363.e7	norelation
15760270.s363.e3	15760270.s363.e5	norelation
15760270.s363.e2	15760270.s363.e5	norelation
15760270.s363.e5	15760270.s363.e7	norelation
15760270.s363.e2	15760270.s363.e3	norelation
15760270.s363.e3	15760270.s363.e7	norelation
15760270.s363.e2	15760270.s363.e7	norelation
15760270.s364.e1	15760270.s364.e2	norelation
15760270.s364.e1	15760270.s364.e3	norelation
15760270.s364.e2	15760270.s364.e3	norelation
15760270.s397.e1	15760270.s397.e2	norelation
15760270.s403.e1	15760270.s403.e2	norelation
15760270.s403.e2	15760270.s403.e4	norelation
15760270.s403.e2	15760270.s403.e3	norelation
15760270.s403.e1	15760270.s403.e4	norelation
15760270.s403.e1	15760270.s403.e3	norelation
15760270.s498.e1	15760270.s498.e2	norelation
15760270.s506.e1	15760270.s506.e6	norelation
15760270.s506.e1	15760270.s506.e4	norelation
15760270.s506.e1	15760270.s506.e5	norelation
15760270.s506.e1	15760270.s506.e2	norelation
15760270.s506.e1	15760270.s506.e3	norelation
15760270.s506.e4	15760270.s506.e6	norelation
15760270.s506.e2	15760270.s506.e6	norelation
15760270.s506.e3	15760270.s506.e6	norelation
15760270.s506.e4	15760270.s506.e5	norelation
15760270.s506.e2	15760270.s506.e4	norelation
15760270.s506.e3	15760270.s506.e4	norelation
15760270.s506.e2	15760270.s506.e5	norelation
15760270.s506.e3	15760270.s506.e5	norelation
15760270.s506.e2	15760270.s506.e3	norelation
15876356.s139.e1	15876356.s139.e2	norelation
15876356.s145.e3	15876356.s145.e4	norelation
15876356.s145.e2	15876356.s145.e3	norelation
15876356.s145.e1	15876356.s145.e3	norelation
15876356.s145.e2	15876356.s145.e4	norelation
15876356.s145.e1	15876356.s145.e4	norelation
15876356.s146.e1	15876356.s146.e2	norelation
15876356.s150.e1	15876356.s150.e2	norelation
15876356.s150.e1	15876356.s150.e3	norelation
15876356.s150.e2	15876356.s150.e3	norelation
15876356.s160.e1	15876356.s160.e3	norelation
15876356.s160.e2	15876356.s160.e3	norelation
15876356.s166.e1	15876356.s166.e2	norelation
15876356.s170.e1	15876356.s170.e2	norelation
16579849.s9.e1	16579849.s9.e2	norelation
16579849.s12.e1	16579849.s12.e2	norelation
16579849.s15.e1	16579849.s15.e2	norelation
16579849.s15.e2	16579849.s15.e3	norelation
16579849.s15.e2	16579849.s15.e4	norelation
16579849.s18.e1	16579849.s18.e2	norelation
16579849.s19.e1	16579849.s19.e2	norelation
16579849.s37.e1	16579849.s37.e2	norelation
16579849.s59.e1	16579849.s59.e2	mechanism
16579849.s65.e1	16579849.s65.e2	norelation
16579849.s74.e1	16579849.s74.e3	norelation
16579849.s74.e1	16579849.s74.e2	norelation
16579849.s77.e7	16579849.s77.e9	norelation
16579849.s77.e4	16579849.s77.e7	norelation
16579849.s77.e5	16579849.s77.e7	norelation
16579849.s77.e1	16579849.s77.e7	norelation
16579849.s77.e6	16579849.s77.e7	norelation
16579849.s77.e3	16579849.s77.e7	norelation
16579849.s77.e7	16579849.s77.e8	norelation
16579849.s77.e4	16579849.s77.e9	norelation
16579849.s77.e5	16579849.s77.e9	norelation
16579849.s77.e1	16579849.s77.e9	norelation
16579849.s77.e6	16579849.s77.e9	norelation
16579849.s77.e3	16579849.s77.e9	norelation
16579849.s77.e8	16579849.s77.e9	norelation
16579849.s77.e4	16579849.s77.e5	norelation
16579849.s77.e1	16579849.s77.e4	norelation
16579849.s77.e4	16579849.s77.e6	norelation
16579849.s77.e3	16579849.s77.e4	norelation
16579849.s77.e4	16579849.s77.e8	norelation
16579849.s77.e1	16579849.s77.e5	norelation
16579849.s77.e5	16579849.s77.e6	norelation
16579849.s77.e3	16579849.s77.e5	norelation
16579849.s77.e5	16579849.s77.e8	norelation
16579849.s77.e1	16579849.s77.e6	norelation
16579849.s77.e1	16579849.s77.e3	norelation
16579849.s77.e1	16579849.s77.e8	norelation
16579849.s77.e3	16579849.s77.e6	norelation
16579849.s77.e6	16579849.s77.e8	norelation
16579849.s77.e3	16579849.s77.e8	norelation
16579849.s78.e1	16579849.s78.e2	norelation
16579849.s78.e1	16579849.s78.e3	norelation
16579849.s78.e2	16579849.s78.e3	norelation
16579849.s80.e1	16579849.s80.e2	norelation
16579849.s244.e1	16579849.s244.e2	norelation
16579849.s266.e1	16579849.s266.e4	norelation
16579849.s266.e1	16579849.s266.e5	norelation
16579849.s266.e1	16579849.s266.e6	norelation
16579849.s266.e1	16579849.s266.e2	norelation
16579849.s266.e1	16579849.s266.e3	norelation
16579849.s266.e4	16579849.s266.e6	norelation
16579849.s266.e2	16579849.s266.e4	norelation
16579849.s266.e5	16579849.s266.e6	norelation
16579849.s266.e2	16579849.s266.e5	norelation
16579849.s266.e3	16579849.s266.e5	norelation
16579849.s266.e2	16579849.s266.e6	norelation
16579849.s266.e3	16579849.s266.e6	norelation
16103912.s26.e1	16103912.s26.e3	norelation
16103912.s142.e3	16103912.s142.e4	norelation
16103912.s142.e3	16103912.s142.e6	norelation
16103912.s142.e3	16103912.s142.e5	norelation
16103912.s142.e2	16103912.s142.e3	norelation
16103912.s142.e4	16103912.s142.e6	norelation
16103912.s142.e4	16103912.s142.e5	norelation
16103912.s142.e5	16103912.s142.e6	norelation
16103912.s142.e2	16103912.s142.e6	norelation
16103912.s158.e1	16103912.s158.e2	effect
11532192.s165.e1	11532192.s165.e2	norelation
11532192.s165.e1	11532192.s165.e3	effect
11532192.s165.e2	11532192.s165.e3	norelation
11532192.s185.e1	11532192.s185.e2	norelation
11532192.s189.e1	11532192.s189.e2	norelation
11532192.s206.e1	11532192.s206.e2	norelation
11532192.s229.e1	11532192.s229.e3	norelation
11532192.s229.e2	11532192.s229.e4	norelation
11532192.s229.e1	11532192.s229.e4	norelation
15630473.s199.e1	15630473.s199.e5	norelation
15630473.s199.e2	15630473.s199.e5	norelation
15630473.s199.e4	15630473.s199.e5	norelation
15630473.s199.e3	15630473.s199.e5	norelation
15630473.s199.e5	15630473.s199.e6	norelation
15630473.s199.e5	15630473.s199.e7	norelation
15630473.s199.e1	15630473.s199.e2	norelation
15630473.s199.e1	15630473.s199.e4	norelation
15630473.s199.e1	15630473.s199.e3	norelation
15630473.s199.e1	15630473.s199.e6	norelation
15630473.s199.e1	15630473.s199.e7	norelation
15630473.s199.e2	15630473.s199.e4	effect
15630473.s199.e2	15630473.s199.e3	effect
15630473.s199.e2	15630473.s199.e6	effect
15630473.s199.e2	15630473.s199.e7	norelation
15630473.s199.e4	15630473.s199.e6	norelation
15630473.s199.e4	15630473.s199.e7	norelation
15630473.s199.e3	15630473.s199.e6	norelation
15630473.s199.e3	15630473.s199.e7	norelation
15630473.s199.e6	15630473.s199.e7	advise
15630473.s201.e1	15630473.s201.e3	norelation
15630473.s201.e2	15630473.s201.e3	effect
15630473.s201.e1	15630473.s201.e2	norelation
15630473.s222.e2	15630473.s222.e3	norelation
15630473.s222.e1	15630473.s222.e2	norelation
15630473.s222.e1	15630473.s222.e3	norelation
15630473.s227.e1	15630473.s227.e2	norelation
15630473.s227.e2	15630473.s227.e3	effect
15630473.s240.e1	15630473.s240.e2	norelation
15314659.s215.e1	15314659.s215.e2	advise
15314659.s215.e2	15314659.s215.e3	norelation
15314659.s215.e1	15314659.s215.e3	advise
15314659.s222.e1	15314659.s222.e2	norelation
15314659.s224.e1	15314659.s224.e2	norelation
15314659.s224.e2	15314659.s224.e3	effect
15314659.s224.e1	15314659.s224.e3	advise
15921521.s15.e1	15921521.s15.e2	norelation
15921521.s19.e1	15921521.s19.e2	norelation
15921521.s49.e1	15921521.s49.e2	norelation
15921521.s72.e1	15921521.s72.e2	norelation
15921521.s153.e2	15921521.s153.e4	norelation
15921521.s153.e1	15921521.s153.e4	norelation
15921521.s153.e3	15921521.s153.e4	norelation
15921521.s153.e2	15921521.s153.e3	norelation
15921521.s153.e1	15921521.s153.e3	norelation
12546709.s37.e1	12546709.s37.e3	norelation
12546709.s37.e1	12546709.s37.e2	norelation
12546709.s37.e2	12546709.s37.e3	norelation
12546709.s42.e1	12546709.s42.e3	norelation
12546709.s42.e2	12546709.s42.e3	norelation
12546709.s42.e3	12546709.s42.e4	norelation
12546709.s42.e1	12546709.s42.e2	norelation
12546709.s42.e1	12546709.s42.e4	norelation
12546709.s42.e2	12546709.s42.e4	norelation
12546709.s43.e4	12546709.s43.e5	norelation
12546709.s43.e1	12546709.s43.e4	norelation
12546709.s43.e2	12546709.s43.e4	norelation
12546709.s43.e1	12546709.s43.e5	norelation
12546709.s43.e2	12546709.s43.e5	norelation
12546709.s43.e1	12546709.s43.e2	norelation
12546709.s45.e1	12546709.s45.e2	norelation
12546709.s46.e1	12546709.s46.e2	norelation
12546709.s48.e1	12546709.s48.e2	norelation
17083276.s21.e1	17083276.s21.e2	norelation
17083276.s65.e2	17083276.s65.e3	norelation
17083276.s65.e1	17083276.s65.e3	norelation
17083276.s80.e1	17083276.s80.e2	norelation
17083276.s131.e1	17083276.s131.e2	norelation
17083276.s163.e1	17083276.s163.e2	norelation
17083276.s165.e3	17083276.s165.e4	norelation
17083276.s165.e1	17083276.s165.e4	norelation
17083276.s165.e4	17083276.s165.e6	norelation
17083276.s165.e4	17083276.s165.e5	norelation
17083276.s165.e2	17083276.s165.e4	norelation
17083276.s165.e1	17083276.s165.e3	norelation
17083276.s165.e3	17083276.s165.e6	norelation
17083276.s165.e3	17083276.s165.e5	norelation
17083276.s165.e2	17083276.s165.e3	norelation
17083276.s165.e1	17083276.s165.e6	norelation
17083276.s165.e1	17083276.s165.e5	norelation
17083276.s165.e5	17083276.s165.e6	norelation
17083276.s165.e2	17083276.s165.e6	norelation
17083276.s165.e2	17083276.s165.e5	norelation
17083276.s166.e1	17083276.s166.e4	effect
17083276.s166.e1	17083276.s166.e3	norelation
17083276.s166.e1	17083276.s166.e6	norelation
17083276.s166.e1	17083276.s166.e5	norelation
17083276.s166.e1	17083276.s166.e2	norelation
17083276.s166.e3	17083276.s166.e4	norelation
17083276.s166.e4	17083276.s166.e6	norelation
17083276.s166.e4	17083276.s166.e5	norelation
17083276.s166.e2	17083276.s166.e4	norelation
17083276.s166.e3	17083276.s166.e6	norelation
17083276.s166.e3	17083276.s166.e5	norelation
17083276.s166.e5	17083276.s166.e6	norelation
17083276.s166.e2	17083276.s166.e6	norelation
17083276.s166.e2	17083276.s166.e5	norelation
17083276.s168.e1	17083276.s168.e4	norelation
17083276.s168.e2	17083276.s168.e4	norelation
17083276.s168.e3	17083276.s168.e4	norelation
17083276.s168.e1	17083276.s168.e2	advise
17083276.s168.e1	17083276.s168.e3	advise
17083276.s169.e1	17083276.s169.e6	norelation
17083276.s169.e1	17083276.s169.e5	norelation
17083276.s169.e1	17083276.s169.e3	norelation
17083276.s169.e1	17083276.s169.e4	norelation
17083276.s169.e1	17083276.s169.e2	norelation
17083276.s169.e5	17083276.s169.e6	norelation
17083276.s169.e3	17083276.s169.e6	norelation
17083276.s169.e4	17083276.s169.e6	norelation
17083276.s169.e2	17083276.s169.e6	norelation
17083276.s169.e3	17083276.s169.e5	norelation
17083276.s169.e4	17083276.s169.e5	norelation
17083276.s169.e2	17083276.s169.e5	norelation
17083276.s169.e3	17083276.s169.e4	norelation
17083276.s169.e2	17083276.s169.e3	norelation
17083276.s169.e2	17083276.s169.e4	norelation
17083276.s199.e1	17083276.s199.e2	norelation
17083276.s261.e1	17083276.s261.e2	effect
16221973.s12.e1	16221973.s12.e3	advise
16221973.s12.e2	16221973.s12.e3	norelation
16221973.s43.e1	16221973.s43.e2	norelation
16221973.s60.e1	16221973.s60.e2	norelation
16221973.s60.e1	16221973.s60.e3	norelation
16221973.s65.e1	16221973.s65.e2	norelation
16221973.s66.e1	16221973.s66.e2	norelation
16221973.s69.e1	16221973.s69.e2	norelation
16221973.s72.e1	16221973.s72.e3	norelation
16221973.s72.e1	16221973.s72.e4	mechanism
16221973.s72.e3	16221973.s72.e4	mechanism
16221973.s72.e2	16221973.s72.e3	norelation
16221973.s72.e2	16221973.s72.e4	mechanism
16221973.s73.e1	16221973.s73.e3	norelation
16221973.s73.e1	16221973.s73.e2	norelation
16221973.s138.e1	16221973.s138.e2	norelation
16221973.s142.e3	16221973.s142.e5	norelation
16221973.s142.e2	16221973.s142.e5	norelation
16221973.s142.e1	16221973.s142.e5	norelation
16221973.s142.e2	16221973.s142.e3	norelation
16221973.s142.e1	16221973.s142.e3	norelation
16221973.s142.e2	16221973.s142.e4	norelation
16221973.s142.e1	16221973.s142.e2	norelation
16221973.s142.e1	16221973.s142.e4	norelation
16221973.s152.e1	16221973.s152.e2	norelation
16221973.s158.e1	16221973.s158.e2	norelation
16221973.s199.e1	16221973.s199.e2	norelation
16221973.s203.e1	16221973.s203.e2	effect
16121255.s25.e1	16121255.s25.e2	norelation
16121255.s26.e1	16121255.s26.e2	mechanism
16121255.s53.e2	16121255.s53.e3	norelation
16121255.s53.e1	16121255.s53.e3	norelation
16121255.s73.e1	16121255.s73.e2	norelation
16121255.s92.e1	16121255.s92.e2	norelation
16121255.s137.e1	16121255.s137.e2	mechanism
16121255.s144.e1	16121255.s144.e2	norelation
16121255.s147.e2	16121255.s147.e3	effect
16121255.s147.e1	16121255.s147.e3	effect
16121255.s157.e1	16121255.s157.e2	effect
16121255.s172.e1	16121255.s172.e2	norelation
16121255.s172.e1	16121255.s172.e3	norelation
16121255.s172.e2	16121255.s172.e3	norelation
16121255.s186.e1	16121255.s186.e2	norelation
16121255.s190.e1	16121255.s190.e2	advise
16121255.s191.e1	16121255.s191.e2	norelation
16121255.s195.e2	16121255.s195.e3	norelation
16121255.s195.e1	16121255.s195.e3	norelation
16121255.s195.e1	16121255.s195.e2	effect
16121255.s208.e1	16121255.s208.e2	norelation
16121255.s225.e2	16121255.s225.e3	norelation
15588329.s45.e1	15588329.s45.e2	norelation
15588329.s105.e1	15588329.s105.e2	norelation
15588329.s165.e1	15588329.s165.e2	norelation
15588329.s167.e3	15588329.s167.e4	norelation
15588329.s167.e1	15588329.s167.e3	norelation
15588329.s167.e1	15588329.s167.e4	norelation
15588329.s167.e2	15588329.s167.e4	norelation
15588329.s167.e1	15588329.s167.e2	norelation
15588329.s171.e1	15588329.s171.e2	norelation
15588329.s172.e1	15588329.s172.e2	norelation
15588329.s172.e2	15588329.s172.e3	norelation
15588329.s172.e1	15588329.s172.e3	norelation
15588329.s177.e2	15588329.s177.e5	norelation
15588329.s177.e2	15588329.s177.e4	norelation
15588329.s177.e2	15588329.s177.e3	norelation
15588329.s177.e1	15588329.s177.e2	effect
15588329.s177.e4	15588329.s177.e5	norelation
15588329.s177.e3	15588329.s177.e5	norelation
15588329.s177.e1	15588329.s177.e5	norelation
15588329.s177.e3	15588329.s177.e4	norelation
15588329.s177.e1	15588329.s177.e4	effect
15588329.s177.e1	15588329.s177.e3	effect
15588329.s185.e1	15588329.s185.e2	norelation
15588329.s193.e2	15588329.s193.e3	norelation
15588329.s193.e1	15588329.s193.e2	norelation
15588329.s193.e2	15588329.s193.e4	norelation
15588329.s193.e1	15588329.s193.e3	norelation
15588329.s193.e3	15588329.s193.e4	norelation
15588329.s193.e1	15588329.s193.e4	norelation
15588329.s195.e1	15588329.s195.e3	norelation
15588329.s195.e1	15588329.s195.e2	norelation
15588329.s196.e1	15588329.s196.e2	norelation
15588329.s202.e1	15588329.s202.e2	mechanism
16504143.s110.e1	16504143.s110.e5	norelation
16504143.s110.e4	16504143.s110.e5	norelation
16504143.s110.e2	16504143.s110.e5	norelation
16504143.s110.e3	16504143.s110.e5	norelation
16504143.s110.e1	16504143.s110.e4	norelation
16504143.s110.e1	16504143.s110.e3	norelation
16504143.s110.e2	16504143.s110.e4	norelation
16504143.s110.e3	16504143.s110.e4	norelation
16504143.s110.e2	16504143.s110.e3	norelation
16504143.s112.e1	16504143.s112.e2	norelation
15005800.s15.e2	15005800.s15.e4	norelation
